#200 single particle positions at 6 different time steps
# nr. x(n) for n=1 10 50 100 500 1000 
#
66    0.10664    0.37705    1.36889    3.23868    7.34105   13.28677 
67   -0.13558   -0.26757   -0.83482    0.07562    7.66712   13.43811 
68    0.02660    0.31521    1.67453    2.49918    6.85987   11.82552 
69    0.07936    0.29290    0.09296    0.23662    1.90939    9.56978 
70    0.04599    0.19170    1.60870    1.63210    3.68332    7.30999 
71    0.09054    0.07377   -1.21473   -0.28410    4.54671    8.00120 
72   -0.08250    0.37384    0.58925    0.61223    5.88897   10.20991 
73    0.06627   -0.25271   -0.78036    0.39830    2.27875    5.54206 
74   -0.08523    0.12265    0.57651    1.38351    6.41469    9.93675 
75   -0.01326    0.20421    0.27876    1.07465    5.94044   15.04657 
76   -0.10821    0.11621    0.90326    1.55050    3.23680    8.43712 
77    0.13529    0.25917    0.91629    2.14175    6.95133   11.74127 
78    0.11399   -0.09488    0.38937    0.97273    2.73900    7.65921 
79    0.13747    0.55583    1.74450    2.80342    8.62435    9.07330 
80    0.05043    0.12564   -0.15472    0.93930    6.63337   12.00686 
81   -0.07961    0.12439    1.26137    1.88202    5.41393   11.16616 
82    0.02989    0.26240    0.99001    2.37348    3.66928   10.11353 
83    0.07106    0.45018    0.27051    1.27344    4.46183    7.21421 
84   -0.09917    0.00902    1.02843    3.35417    9.47222   17.76825 
85   -0.07841    0.03035    0.19853    0.45477    1.92425    7.82900 
86    0.10151    0.20502    0.78210    1.34410    6.18638   13.57101 
87    0.16032    0.02726    0.10547    0.03001    2.53688    6.40148 
88   -0.00506   -0.07683   -0.25102    0.50382    4.33848    9.78127 
89   -0.13443   -0.02597    0.11484    1.25604    4.82841    7.02546 
90   -0.02236    0.14228   -0.00510    1.51813    3.85862    8.53612 
91    0.13318    0.22007    0.31309    0.50192    3.18752    9.51280 
92    0.05672    0.46664    0.03371    1.03874    5.16514    8.13762 
93   -0.07216    0.05959    1.14110    2.13726    5.70827    5.97882 
94   -0.01483   -0.19674    0.95089    2.13071    9.53096   18.15248 
95   -0.11860   -0.32763   -0.62722    0.56521    4.00102    9.97510 
96   -0.14000   -0.55211    0.26558   -0.02810    5.23718    6.41778 
97   -0.11426   -0.14207    0.25793    0.01366    5.42248    8.23012 
98    0.05156   -0.08789    0.62176    0.93639    6.46077    5.30845 
99    0.11244    0.16044    1.10554    1.91031    7.75917   10.97121 
100   -0.06879    0.15940    0.40302    1.41625    9.60452   13.12537 
101    0.08402    0.09767   -0.10922   -0.38260    4.22882   11.76920 
102   -0.00726   -0.10149    1.40927    1.21385    7.47583   13.57892 
103    0.04788    0.17602    1.12513    0.17591    6.56028   13.32018 
104    0.11901    0.17539    0.75391    1.51811    2.65009    3.42911 
105    0.06877    0.62157    1.43154    1.33089    5.27707   10.13371 
106   -0.10108    0.32003   -0.15381   -0.37867    4.74912    7.87295 
107    0.11890    0.08923    1.37429    1.73903    9.87738   15.11805 
108    0.02482   -0.17834   -0.10333   -0.13970    4.43034    8.87939 
109    0.02834   -0.04864   -1.03648   -0.10781    3.72474    7.26459 
110   -0.10550    0.29113    1.18143    1.27989    6.07118    9.30186 
111   -0.08381    0.55522    1.36843    1.44694    6.07229   11.78644 
112    0.13726   -0.23597   -0.11338    1.34766    5.73469   10.05727 
113    0.04613    0.41287    1.25025    1.49945    7.63441   12.46157 
114   -0.10693    0.01254    1.76224    2.49751    6.77259    9.99670 
115    0.03829    0.37344    0.76841    2.71546    4.87846   10.54370 
116   -0.03265   -0.00784    0.04859    0.10186    2.46745    9.28366 
117   -0.03919   -0.09362    0.40022    1.37592    1.83661    7.30696 
118    0.03184    0.08053    1.80506    2.84794    8.53979   14.56436 
119   -0.14662    0.11574   -1.44232    0.91134    4.65752   11.07660 
120    0.13690   -0.04924    0.83680    1.28799    4.47243    8.23634 
121    0.07656    0.68433    0.69214    1.12127    8.14486   12.00035 
122   -0.11095    0.22372    1.11639    1.38079    5.07859    9.93409 
123    0.13412   -0.06894    0.44791    0.75182    3.47673   11.80798 
124    0.00726    0.16896    0.57715    1.53688    3.77981    6.41560 
125   -0.04416   -0.15107    0.53397    1.14676    0.45556    2.20655 
126    0.10481   -0.10273    0.00964   -0.12497    3.03337    6.18282 
127   -0.09114   -0.48998   -0.07790    0.45291    6.05702   12.20792 
128    0.00170   -0.35887   -0.41832   -0.74048    4.66165   10.26589 
129    0.13633    0.02123   -0.00708    0.95348    2.86274    6.70539 
130    0.06659    0.37464    1.06450    0.09089    3.25343    8.14578 
131    0.13856    0.15719    0.65924    1.18638    8.30954   11.95344 
132    0.06721    0.74972    1.30310    0.73024    3.96910    6.22545 
133    0.11063    0.13905    0.28211    0.70641    6.83312   12.45457 
134    0.12033   -0.24125    0.15203    0.11994    4.12847    6.14765 
135    0.03457   -0.06655    0.62721    1.36180    6.27871   13.55270 
136   -0.07915    0.20979    0.55133    1.52767    4.59300    9.22186 
137    0.09539    0.45141    1.49786    2.47142    5.03921   14.95381 
138   -0.06297    0.19240   -0.09490    0.55346    1.28467    4.65453 
139   -0.02811   -0.37171    0.38473   -0.26408    3.31535    7.14899 
140   -0.00261    0.40740    0.45087    1.97727    2.63513    7.90160 
141    0.10304    0.03346    1.95865    2.39078    7.31494   11.35423 
142    0.10885    0.13462    1.09377    0.63505    4.56504    9.65097 
143   -0.01878   -0.02376    0.11823   -0.01990    1.60094    8.42853 
144   -0.13378   -0.43894   -0.20028   -0.48499    0.03174    7.08443 
145    0.00999    0.19967    0.28850    1.68732    6.46375   12.03355 
146   -0.07008   -0.33650    0.19170    0.96578    7.55958   13.01907 
147    0.03690   -0.34857   -0.34485    0.81600    7.33762   15.14281 
148    0.12673   -0.20000    0.55636    1.44543   -0.94586    3.48245 
149    0.05442    0.15966    0.19669    0.85619    8.27625   13.36384 
150    0.06696   -0.14800   -0.51949    0.59265    5.15967    8.47560 
151   -0.13153    0.33321    0.32836   -0.32526    3.71384   10.91489 
152    0.02786    0.24397    1.14392    1.95886    4.54585    8.69158 
153   -0.10784    0.18888    0.29153    0.59868    4.72951    8.96811 
154    0.07118    0.12209    0.34787    0.94926    4.33391    9.43595 
155   -0.14194   -0.57584   -0.47234   -0.11070    4.21134    6.29304 
156    0.02853   -0.26653    0.64996    1.51497    5.88301   15.21206 
157    0.10939    0.38867    0.27190    1.64218    4.96577   11.03349 
158    0.07464   -0.14308    1.56761    2.85965   11.95375   21.53684 
159    0.13854    0.31034    0.69777    0.25465    3.42005    8.53157 
160   -0.11618    0.32891    0.47180    1.64390    7.75111   13.36466 
161    0.00377    0.06815    0.52891    0.68611    4.93314   13.84968 
162   -0.04159    0.39931    1.15690    1.57320    7.03863   12.83584 
163   -0.04318   -0.14461    0.08647   -0.43387    6.14683    8.30835 
164   -0.10938   -0.26427    0.31233   -0.19153    6.24439   12.34436 
165   -0.04901   -0.46353   -0.18833    0.93031    5.59816   10.55462 
166    0.06199   -0.41257   -0.79681    0.99445    4.59426   11.75027 
167    0.08225    0.02935    1.16548    0.96920    7.44929   11.25784 
168    0.11274    0.25732    0.82709    2.51557    5.68394   11.79802 
169   -0.08936   -0.41127    0.48183    0.93862    8.06369   14.14434 
170    0.16273    0.50827    1.06150    2.13216    8.64722   10.86107 
171    0.11542    0.70490    0.37762    1.81750    9.34682    8.87269 
172   -0.12647    0.23416    1.45534    2.31146    6.49980   11.66212 
173   -0.01584    0.03603    1.25928    1.95108    3.11443    6.85772 
174    0.12666    0.69873    0.80964    1.04728    7.43536   11.87347 
175    0.07422   -0.24486    1.43745    1.54124    6.53296   10.39222 
176   -0.05510   -0.15373    0.23340    0.63958    6.54875    6.92995 
177    0.07885    0.01440    1.27111    1.14609    8.41051   16.31069 
178   -0.06114    0.39773    1.30229    1.68798    7.47397   11.94180 
179   -0.13211    0.73260    0.28587   -0.02597    0.40929    4.41308 
180    0.11894    0.50564    0.43349   -0.89999    3.68231    5.18529 
181   -0.03507    0.58125    1.39795    1.01113    4.17024    7.96457 
182   -0.03170    0.25183    0.03677    0.33254    2.90209    6.45712 
183    0.08329    0.03710   -0.81361   -0.65244    2.28189    7.53206 
184    0.00246    0.20727    1.14553    2.04974    3.85002    9.26249 
185   -0.03148    0.15860    1.77588    2.10844    9.19836   14.69019 
186    0.04609   -0.30955    1.35786    1.80090    4.87154   10.14326 
187   -0.08181    0.40799    0.88231    1.21016    3.46058    7.32462 
188    0.13390    0.50935    0.26303    1.29138    4.01834    7.80109 
189    0.15078    0.30587    1.23458    1.55993    3.33996    8.08441 
190   -0.09693    0.49439    0.34304    0.30768    6.11444    8.72869 
191    0.05812    0.04459   -0.75278    0.63522    2.73013    7.28238 
192    0.05164    0.23959    0.72713    0.49239    1.36317    7.46258 
193    0.09546    0.29506   -0.69353    0.35124    3.09150    7.83104 
194    0.03519    0.06105   -0.48500   -0.61333    5.41946   10.27207 
195    0.06499    0.12365    0.74476    1.07336    4.34812   10.20882 
196   -0.04119   -0.19350    0.14336    0.38881    4.07273    7.15901 
197   -0.04656    0.38177    0.25358    0.42936    3.69153    6.77233 
198    0.04529    0.00523   -0.41855   -0.69185    4.21050   10.74050 
199    0.03695    0.46923    0.51504    1.94110    7.00719   14.91517 
