#200 single particle positions at 6 different time steps
# nr. x(n) for n=1 10 50 100 500 1000 
#
0    0.15313    0.29315    0.59462    1.94513    9.29643   12.90784 
1   -0.06112    0.56275    0.81338    1.36756    3.17750   10.05580 
2    0.06476    0.03151    0.69627    1.24100    3.56029    5.43724 
3    0.16290   -0.29718    0.41387    0.84943    3.20463    6.96579 
4   -0.02506   -0.04613    0.70114    1.36239    6.20078    9.74665 
5   -0.08515   -0.18654    0.46372    1.21537    5.42319    8.89809 
6   -0.10513   -0.24023    0.46781    0.74541    3.44019   11.97018 
7    0.14258   -0.08777    0.31380    1.25450    2.36855    3.27378 
8   -0.02508    0.25704    0.75539    2.14440    5.59722   10.44982 
9   -0.03702    0.45244    1.71523    2.43622    7.71764   17.22884 
10   -0.08510   -0.17473    0.75048    0.96495    4.64224   10.02275 
11    0.02293    0.23084    0.44558    0.76608    5.46116   12.03433 
12    0.02579    0.09129    0.07704    1.84831    5.90253   10.04324 
13   -0.04279   -0.17788   -0.00430   -0.64875    4.47701   10.22928 
14   -0.07602    0.37114    1.52482    1.97261    6.26960   11.56325 
15    0.13684    0.33769    0.67024    1.37368    3.25612    9.21068 
16   -0.08503   -0.27991    0.02229    0.13822    6.41830   10.03787 
17    0.04221    0.28556    1.33797    3.10009    8.28565   13.87621 
18   -0.10523    0.04577    0.91331    1.25206    7.22901   14.43624 
19   -0.08361    0.09233    0.62354    2.46858   12.31622   17.46151 
20    0.08787    0.34495    0.32762    0.88809    4.00177   11.31421 
21   -0.13342    0.12698    1.40554    2.10795    8.55275   10.55464 
22   -0.13170    0.73869    1.02085    0.97939    6.15070    9.50478 
23   -0.11873    0.14100    0.98426    2.16063    5.14830   10.11329 
24    0.03829   -0.00111    0.90421    2.27893    6.01445   11.63324 
25    0.04947    0.24178    0.28919    1.19863    2.47739    7.06468 
26   -0.10386   -0.16594    1.14399    1.82475    4.22374    9.85909 
27    0.12055    0.04103   -0.10830   -0.65956    3.88881   11.02386 
28   -0.13045    0.13573    0.79950    0.79933    2.44433    8.09369 
29   -0.10241    0.03367    0.57851   -0.36563    2.00251    7.13204 
30    0.11514    0.27220    0.81801    1.50670    5.47037   12.38017 
31   -0.02862    0.28519    1.79642    2.64919    7.41403   12.08496 
32   -0.06621   -0.09469    0.32294    1.39814    5.79219    9.69791 
33   -0.01978   -0.16654    0.90002    1.37495    9.83819   15.33480 
34   -0.14159    0.49282    0.53669    1.02055    6.58176   15.02489 
35    0.08324    0.32626    1.13943    1.41792    6.99350   14.57708 
36    0.04207    0.42036    1.21964    1.45149    4.37886    8.34687 
37   -0.11118    0.24866    0.18888    1.84458    6.86188   11.96198 
38   -0.13181   -0.75961   -0.92804   -0.47040    6.79399   10.54893 
39   -0.07894    0.09646   -0.14781    0.74929    4.09275    7.60624 
40   -0.00752    0.23388    0.82657    2.68456    5.78559    9.72402 
41    0.14754    0.25106    0.25277    1.16338    7.34510   11.84404 
42    0.03161   -0.06320    1.03315    0.55686    3.54934   10.52458 
43    0.14714    0.54050    0.08359    0.95093    4.46191   12.28645 
44    0.06820    0.55592    1.22761    1.18038    6.63033   13.20596 
45   -0.06195    0.00898    0.14003    2.15926    5.97385   13.21156 
46   -0.05222    0.29904    0.74255    1.28926    6.39578   10.02374 
47   -0.09941   -0.14831   -0.84611    0.26760    5.02119   11.86330 
48   -0.00106   -0.11974    0.40269    1.11769    3.46957    6.63729 
49    0.04153   -0.23202    0.67607    0.31114    4.81784    8.97873 
50   -0.02037    0.07127    0.69788    1.93034    3.79579    2.64249 
51    0.01753   -0.07071    0.28163    1.38415    6.27549   11.38959 
52   -0.10099    0.23766    0.70044    0.87358    3.32057    8.28158 
53    0.11579    0.07511    0.78135    0.30532    4.10007   10.33200 
54   -0.06446    0.12103    1.77715    2.53488    6.72817   11.96328 
55    0.14624    0.84676    1.60358    1.61509    5.62193   11.70045 
56    0.04841    0.10160    1.84066    3.08883    7.74800   13.24116 
57   -0.10482   -0.09001    0.17453    0.10711    6.25681   14.00166 
58    0.08316    0.59281    1.67723    2.75975    4.59777   10.87425 
59   -0.01905   -0.08801   -0.47790   -0.85929    2.88718    7.08904 
60    0.11610    0.10296    0.93448    1.37803    2.91744    9.79443 
61   -0.04791    0.14209    0.45577    1.13418    4.91020    7.43075 
62    0.12748    0.12049    1.00757    1.67209    4.32882   11.36714 
63   -0.14074    0.03840    0.23156    1.39459    3.09136    9.26329 
64    0.03919   -0.28579    0.99541    1.95446    6.50189   12.81914 
65   -0.03242    0.08339   -0.45600    0.28149    4.58931   14.52934 
